anomaly_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,fuel_declared_l,gps_km_logged,expected_fuel_l,delta_fuel_l,anomaly_flag,anomaly_type,anomaly_confidence,impact_tco2e,isolation_score,resolution_status
ANO-002304,James Hale and Shepherd,QSC,QSC-BUS-014,diesel_bus,2024-08-21,14.1,298.4,63.38,-49.28,1,fuel_type_mismatch,0.9397,0.130099,-0.3793,resolved
ANO-001874,Parry Bates and Adams,HDQ,HDQ-MTR-042,petrol_bike,2024-10-31,11.5,291.5,13.76,-2.26,1,excessive_idle,0.9619,0.005189,-0.676,escalated
ANO-001713,Jones-Payne,JKJ,JKJ-4WD-003,petrol_4wd,2024-09-02,45.9,272.3,44.98,0.92,1,impossible_consumption,0.8326,0.002429,-0.7406,escalated
ANO-002378,Smith Holmes and Robinson,QNO,QNO-CAR-001,petrol_saloon,2024-10-14,23.8,12.4,1.2,22.6,1,fuel_type_mismatch,0.901,0.052229,-0.4147,pending
ANO-000803,Greenwood-Parker,TRR,TRR-BUS-048,diesel_bus,2024-09-18,17.2,0.0,0.0,17.2,1,zero_gps_nonzero_fuel,0.9301,0.045408,-0.5728,pending
ANO-000841,Parry Gill and Jenkins,MSS,MSS-VAN-027,diesel_van,2024-01-24,17.7,28.9,3.58,14.12,1,fuel_type_mismatch,0.9638,0.037277,-0.7455,resolved
ANO-001030,Parry Bates and Adams,HDQ,HDQ-BUS-020,diesel_bus,2024-08-05,52.1,0.0,0.0,52.1,1,zero_gps_nonzero_fuel,0.8564,0.137544,-0.4945,pending
ANO-001738,Moore-Parry,FNM,FNM-CAR-032,petrol_saloon,2024-10-05,78.4,59.3,5.74,72.66,1,impossible_consumption,0.8711,0.167917,-0.6402,pending
ANO-000181,Whittaker Rogers and Rogers,FAQ,FAQ-SUV-007,petrol_suv,2024-09-02,50.2,275.3,40.61,9.59,1,fuel_type_mismatch,0.8532,0.022162,-0.6838,pending
ANO-001776,Howells Daniels and Talbot,XJS,XJS-LPG-023,lpg_van,2024-12-03,64.9,65.7,9.3,55.6,1,excessive_idle,0.8696,0.090628,-0.4728,pending
ANO-001714,Smith Holmes and Robinson,QNO,QNO-TRK-045,diesel_truck,2024-05-21,19.2,0.0,0.0,19.2,1,zero_gps_nonzero_fuel,0.9427,0.050688,-0.366,pending
ANO-001078,Walsh-Brown,LZS,LZS-LPG-007,lpg_van,2024-01-02,101.2,279.6,39.59,61.61,1,over_capacity,0.8584,0.100424,-0.5092,pending
ANO-001643,Smith Holmes and Robinson,QNO,QNO-TRK-008,diesel_truck,2024-09-09,22.5,0.0,0.0,22.5,1,zero_gps_nonzero_fuel,0.9351,0.0594,-0.7112,resolved
ANO-000053,White Smith and Dean,DED,DED-LPG-012,lpg_van,2024-12-25,47.7,119.3,16.89,30.81,1,duplicate_entry,0.8557,0.05022,-0.8034,escalated
ANO-000531,Dickinson Ltd,ZWK,ZWK-LPG-020,lpg_van,2024-11-23,48.2,63.2,8.95,39.25,1,duplicate_entry,0.9362,0.063978,-0.7684,pending
ANO-001503,Parry Gill and Jenkins,MSS,MSS-CNG-012,cng_van,2024-12-13,33.2,274.1,35.58,-2.38,1,fuel_type_mismatch,0.8797,0.004855,-0.3918,pending
ANO-000601,Parry Gill and Jenkins,MSS,MSS-TRK-001,diesel_truck,2024-04-03,55.1,249.0,82.27,-27.17,1,duplicate_entry,0.934,0.071729,-0.358,pending
ANO-002255,Parry Gill and Jenkins,MSS,MSS-SUV-047,petrol_suv,2024-11-27,29.6,206.0,30.39,-0.79,1,duplicate_entry,0.9845,0.001825,-0.7278,pending
ANO-001978,Parry Gill and Jenkins,MSS,MSS-TRK-007,diesel_truck,2024-01-27,54.7,0.0,0.0,54.7,1,zero_gps_nonzero_fuel,0.9207,0.144408,-0.6902,resolved
ANO-000369,Jones LLC,IBW,IBW-VAN-034,diesel_van,2024-06-01,54.6,293.0,36.3,18.3,1,duplicate_entry,0.833,0.048312,-0.5475,pending
ANO-000266,Foster-Goddard,LJY,LJY-VAN-015,diesel_van,2024-11-06,41.6,277.7,34.41,7.19,1,fuel_type_mismatch,0.9895,0.018982,-0.4256,pending
ANO-002266,Cole Baxter and Smith,MMS,MMS-4WD-032,petrol_4wd,2024-05-06,118.7,59.9,9.9,108.8,1,over_capacity,0.9011,0.287232,-0.618,pending
ANO-000052,Phillips-Phillips,OXF,OXF-LPG-046,lpg_van,2024-01-06,33.3,183.1,25.93,7.37,1,fuel_type_mismatch,0.8287,0.012013,-0.599,pending
ANO-002168,Cross-Thomas,EHK,EHK-BUS-032,diesel_bus,2024-07-14,224.3,116.4,24.72,199.58,1,over_capacity,0.886,0.526891,-0.7671,pending
ANO-001718,Franklin Bibi and Lewis,IDW,IDW-CAR-012,petrol_saloon,2024-06-02,34.6,0.0,0.0,34.6,1,zero_gps_nonzero_fuel,0.987,0.079961,-0.5868,escalated
ANO-001543,Lee Miller and Gray,YNV,YNV-CNG-032,cng_van,2024-04-08,57.9,92.4,11.99,45.91,1,excessive_idle,0.852,0.093656,-0.5864,pending
ANO-000755,Jones Carter and Carr,UFG,UFG-BUS-036,diesel_bus,2024-01-23,281.6,269.7,57.28,224.32,1,over_capacity,0.9318,0.592205,-0.3986,escalated
ANO-000516,Hale Day and Hudson,VWT,VWT-4WD-047,petrol_4wd,2024-05-13,117.0,173.3,28.63,88.37,1,over_capacity,0.9243,0.233297,-0.8408,pending
ANO-001971,Cole Baxter and Smith,MMS,MMS-VAN-015,diesel_van,2024-08-24,76.3,220.9,27.37,48.93,1,impossible_consumption,0.9203,0.129175,-0.709,resolved
ANO-000448,Howells Daniels and Talbot,XJS,XJS-SUV-036,petrol_suv,2024-02-25,49.7,139.9,20.64,29.06,1,excessive_idle,0.9658,0.067158,-0.8311,pending
ANO-000330,Davies Griffin and Clarke,ESU,ESU-MTR-033,petrol_bike,2024-06-16,13.8,128.5,6.07,7.73,1,excessive_idle,0.8586,0.017748,-0.4712,escalated
ANO-001458,Walsh-Brown,LZS,LZS-CAR-030,petrol_saloon,2024-06-07,33.7,49.7,4.81,28.89,1,negative_km,0.9825,0.066765,-0.4029,pending
ANO-001678,King-Bryant,IJP,IJP-SUV-026,petrol_suv,2024-11-28,27.3,129.1,19.04,8.26,1,duplicate_entry,0.8561,0.019089,-0.3664,pending
ANO-002232,Parry Bates and Adams,HDQ,HDQ-SUV-014,petrol_suv,2024-07-30,84.0,242.4,35.75,48.25,1,over_capacity,0.9434,0.111506,-0.5268,pending
ANO-000868,Morgan and Sons,NQY,NQY-CNG-003,cng_van,2024-04-05,46.4,214.9,27.89,18.51,1,fuel_type_mismatch,0.8502,0.03776,-0.7058,pending
ANO-000006,Taylor-Bartlett,GUJ,GUJ-MTR-035,petrol_bike,2024-05-23,47.4,0.0,0.0,47.4,1,zero_gps_nonzero_fuel,0.9796,0.10883,-0.7213,pending
ANO-001966,O'Connor Inc,APN,APN-VAN-034,diesel_van,2024-08-12,48.7,236.6,29.31,19.39,1,duplicate_entry,0.9121,0.05119,-0.6788,resolved
ANO-000981,Griffiths Pearson and Hall,VUH,VUH-MTR-041,petrol_bike,2024-04-30,53.9,95.7,4.52,49.38,1,negative_km,0.8355,0.113376,-0.6919,resolved
ANO-001880,Jones Carter and Carr,UFG,UFG-CNG-005,cng_van,2024-09-29,110.3,196.5,25.51,84.79,1,impossible_consumption,0.9331,0.172972,-0.7678,pending
ANO-001672,White-Collins,XSE,XSE-LPG-031,lpg_van,2024-05-31,27.5,260.0,36.82,-9.32,1,negative_km,0.9807,0.015192,-0.4035,resolved
ANO-001056,Walsh-Brown,LZS,LZS-SUV-021,petrol_suv,2024-09-23,41.7,222.2,32.77,8.93,1,duplicate_entry,0.8256,0.020638,-0.8221,pending
ANO-000788,Whittaker Rogers and Rogers,FAQ,FAQ-VAN-006,diesel_van,2024-10-07,73.1,42.9,5.32,67.78,1,excessive_idle,0.913,0.178939,-0.5256,escalated
ANO-000552,Martin-Jackson,JPG,JPG-CAR-035,petrol_saloon,2024-11-04,50.1,0.0,0.0,50.1,1,zero_gps_nonzero_fuel,0.8873,0.115781,-0.8423,pending
ANO-001053,Bennett-Evans,RPT,RPT-SUV-046,petrol_suv,2024-09-20,47.8,0.0,0.0,47.8,1,zero_gps_nonzero_fuel,0.9488,0.110466,-0.5211,escalated
ANO-001406,O'Connor Inc,APN,APN-BUS-031,diesel_bus,2024-10-14,50.3,170.3,36.17,14.13,1,fuel_type_mismatch,0.9092,0.037303,-0.7495,resolved
ANO-000998,Walsh-Brown,LZS,LZS-4WD-038,petrol_4wd,2024-01-28,56.3,0.0,0.0,56.3,1,zero_gps_nonzero_fuel,0.8315,0.148632,-0.5975,escalated
ANO-002054,Shaw Ltd,FCJ,FCJ-4WD-008,petrol_4wd,2024-05-16,38.2,0.0,0.0,38.2,1,zero_gps_nonzero_fuel,0.8742,0.100848,-0.4978,pending
ANO-001955,Martin Inc,RRM,RRM-4WD-009,petrol_4wd,2024-06-07,117.3,281.1,46.44,70.86,1,over_capacity,0.838,0.18707,-0.85,resolved
ANO-002326,White-Collins,XSE,XSE-BUS-015,diesel_bus,2024-09-14,268.6,274.5,58.3,210.3,1,over_capacity,0.9561,0.555192,-0.6571,pending
ANO-002358,O'Connor Inc,APN,APN-CNG-032,cng_van,2024-08-14,28.2,0.0,0.0,28.2,1,zero_gps_nonzero_fuel,0.8363,0.057528,-0.668,escalated
ANO-000518,Smith Holmes and Robinson,QNO,QNO-LPG-022,lpg_van,2024-01-27,47.7,181.8,25.74,21.96,1,duplicate_entry,0.9388,0.035795,-0.5671,pending
ANO-001735,White-Collins,XSE,XSE-LPG-024,lpg_van,2024-05-25,55.6,106.8,15.12,40.48,1,excessive_idle,0.9412,0.065982,-0.5342,escalated
ANO-001213,Lee Miller and Gray,YNV,YNV-TRK-003,diesel_truck,2024-03-18,33.1,0.0,0.0,33.1,1,zero_gps_nonzero_fuel,0.8513,0.087384,-0.6487,escalated
ANO-000030,O'Connor Inc,APN,APN-CNG-046,cng_van,2024-09-30,40.4,264.2,34.29,6.11,1,duplicate_entry,0.898,0.012464,-0.8144,pending
ANO-002227,King-Bryant,IJP,IJP-TRK-028,diesel_truck,2024-03-13,31.2,124.0,40.97,-9.77,1,fuel_type_mismatch,0.8558,0.025793,-0.6629,resolved
ANO-001709,Jackson Baker and Wood,ITI,ITI-TRK-009,diesel_truck,2024-05-10,34.0,124.7,41.2,-7.2,1,negative_km,0.9887,0.019008,-0.7779,pending
ANO-001362,Smith Group,QBD,QBD-CAR-035,petrol_saloon,2024-06-27,67.7,0.0,0.0,67.7,1,zero_gps_nonzero_fuel,0.8666,0.156455,-0.7829,pending
ANO-001133,Henderson-Bell,PPK,PPK-MTR-025,petrol_bike,2024-12-30,58.8,62.9,2.97,55.83,1,duplicate_entry,0.8728,0.128186,-0.7794,escalated
ANO-002087,Phillips-Phillips,OXF,OXF-CAR-003,petrol_saloon,2024-10-24,49.5,54.9,5.31,44.19,1,impossible_consumption,0.9506,0.102123,-0.4602,escalated
ANO-000820,Brown Ltd,ECS,ECS-SUV-001,petrol_suv,2024-12-24,54.5,118.1,17.42,37.08,1,negative_km,0.927,0.085691,-0.5247,pending
ANO-001550,White Smith and Dean,DED,DED-BUS-036,diesel_bus,2024-08-14,55.6,22.9,4.86,50.74,1,fuel_type_mismatch,0.9125,0.133954,-0.5768,escalated
ANO-001392,Carter-Payne,IUF,IUF-LPG-020,lpg_van,2024-04-14,40.4,193.0,27.33,13.07,1,duplicate_entry,0.9395,0.021304,-0.4088,resolved
ANO-001834,Butler-James,ZQM,ZQM-VAN-010,diesel_van,2024-11-23,33.0,0.0,0.0,33.0,1,zero_gps_nonzero_fuel,0.9469,0.08712,-0.6131,pending
ANO-002250,Archer Atkins and Goddard,TML,TML-TRK-036,diesel_truck,2024-03-11,448.8,41.1,13.58,435.22,1,over_capacity,0.9727,1.148981,-0.7037,pending
ANO-000374,Rogers-James,AFC,AFC-4WD-028,petrol_4wd,2024-06-21,66.7,34.7,5.73,60.97,1,impossible_consumption,0.8964,0.160961,-0.7787,pending
ANO-002246,Morgan and Sons,NQY,NQY-4WD-032,petrol_4wd,2024-11-24,53.4,191.2,31.59,21.81,1,duplicate_entry,0.9377,0.057578,-0.4448,escalated
ANO-002494,James Hale and Shepherd,QSC,QSC-VAN-004,diesel_van,2024-06-23,43.2,92.3,11.44,31.76,1,impossible_consumption,0.9647,0.083846,-0.505,pending
ANO-000343,King-Bryant,IJP,IJP-BUS-026,diesel_bus,2024-01-30,70.0,284.4,60.41,9.59,1,impossible_consumption,0.8423,0.025318,-0.4656,escalated
ANO-002026,O'Sullivan PLC,ZTD,ZTD-CAR-002,petrol_saloon,2024-06-17,72.2,216.0,20.9,51.3,1,impossible_consumption,0.8693,0.118554,-0.6325,resolved
ANO-000204,Ward Smith and Clarke,BGC,BGC-CNG-010,cng_van,2024-06-15,41.9,91.8,11.92,29.98,1,duplicate_entry,0.9328,0.061159,-0.5118,resolved
ANO-001757,Martin Inc,RRM,RRM-CNG-016,cng_van,2024-03-10,98.0,198.9,25.82,72.18,1,impossible_consumption,0.8443,0.147247,-0.5055,escalated
ANO-000667,Martin-Jackson,JPG,JPG-CAR-015,petrol_saloon,2024-07-20,47.2,170.4,16.49,30.71,1,excessive_idle,0.955,0.070971,-0.4573,pending
ANO-000144,Jones Inc,MJJ,MJJ-SUV-026,petrol_suv,2024-01-17,19.9,160.7,23.7,-3.8,1,negative_km,0.8811,0.008782,-0.7411,pending
ANO-000188,Rogers-James,AFC,AFC-CAR-029,petrol_saloon,2024-09-07,28.1,237.4,22.97,5.13,1,negative_km,0.9391,0.011855,-0.4795,pending
ANO-001650,Whittaker Rogers and Rogers,FAQ,FAQ-TRK-048,diesel_truck,2024-05-18,327.3,90.8,30.0,297.3,1,over_capacity,0.9125,0.784872,-0.7487,resolved
ANO-002497,Ward Smith and Clarke,BGC,BGC-CNG-046,cng_van,2024-05-19,58.1,290.3,37.68,20.42,1,excessive_idle,0.8797,0.041657,-0.4123,pending
ANO-001972,Wood Ford and Smith,DFH,DFH-LPG-013,lpg_van,2024-07-22,109.4,167.5,23.72,85.68,1,impossible_consumption,0.8528,0.139658,-0.59,pending
ANO-001248,Jones Inc,MJJ,MJJ-CAR-049,petrol_saloon,2024-10-12,71.0,34.8,3.37,67.63,1,over_capacity,0.9183,0.156293,-0.6154,pending
ANO-000058,Cross-Thomas,EHK,EHK-4WD-026,petrol_4wd,2024-12-17,43.5,80.9,13.36,30.14,1,fuel_type_mismatch,0.9242,0.07957,-0.629,pending
ANO-000806,Taylor-Ball,CGQ,CGQ-CNG-035,cng_van,2024-10-11,25.2,0.0,0.0,25.2,1,zero_gps_nonzero_fuel,0.9192,0.051408,-0.5682,pending
ANO-002064,Jones Inc,MJJ,MJJ-LPG-049,lpg_van,2024-03-27,74.0,164.3,23.26,50.74,1,over_capacity,0.8699,0.082706,-0.7886,pending
ANO-000867,Martin-Jackson,JPG,JPG-SUV-046,petrol_suv,2024-01-03,108.6,213.0,31.42,77.18,1,impossible_consumption,0.9278,0.178363,-0.6145,pending
ANO-002492,Taylor Parkin and Reid,TSN,TSN-SUV-040,petrol_suv,2024-10-28,79.2,37.4,5.52,73.68,1,over_capacity,0.8705,0.170274,-0.4658,pending
ANO-000423,O'Connor Inc,APN,APN-LPG-043,lpg_van,2024-12-26,27.3,256.1,36.26,-8.96,1,duplicate_entry,0.9718,0.014605,-0.6114,pending
ANO-000024,Dawson Group,BKC,BKC-TRK-008,diesel_truck,2024-05-05,37.8,276.0,91.19,-53.39,1,negative_km,0.9255,0.14095,-0.8234,pending
ANO-002202,Phillips-Phillips,OXF,OXF-CNG-026,cng_van,2024-02-22,78.1,140.9,18.29,59.81,1,over_capacity,0.9479,0.122012,-0.7214,resolved
ANO-001905,Griffiths Pearson and Hall,VUH,VUH-LPG-022,lpg_van,2024-07-23,51.7,210.1,29.75,21.95,1,duplicate_entry,0.8763,0.035778,-0.3634,resolved
ANO-001262,Gibbs Byrne and White,TKR,TKR-VAN-019,diesel_van,2024-05-24,59.2,207.6,25.72,33.48,1,negative_km,0.8979,0.088387,-0.7729,resolved
ANO-001278,Harris-Brown,XXN,XXN-BUS-048,diesel_bus,2024-08-31,38.3,67.5,14.34,23.96,1,duplicate_entry,0.8988,0.063254,-0.7163,pending
ANO-001352,Phillips-Phillips,OXF,OXF-CNG-018,cng_van,2024-12-29,83.4,19.8,2.57,80.83,1,over_capacity,0.9091,0.164893,-0.3806,resolved
ANO-000169,Lee Miller and Gray,YNV,YNV-SUV-023,petrol_suv,2024-08-04,59.5,202.0,29.8,29.7,1,excessive_idle,0.8424,0.068637,-0.747,pending
ANO-000132,Carter-Payne,IUF,IUF-MTR-024,petrol_bike,2024-07-04,16.5,121.4,5.73,10.77,1,over_capacity,0.8546,0.024728,-0.4606,pending
ANO-000551,Smith Group,QBD,QBD-VAN-027,diesel_van,2024-02-08,26.3,38.2,4.73,21.57,1,negative_km,0.9537,0.056945,-0.4482,pending
ANO-000011,Smith Holmes and Robinson,QNO,QNO-VAN-006,diesel_van,2024-03-19,61.6,0.0,0.0,61.6,1,zero_gps_nonzero_fuel,0.9365,0.162624,-0.8154,resolved
ANO-000191,Shaw Ltd,FCJ,FCJ-VAN-023,diesel_van,2024-08-13,112.0,55.7,6.9,105.1,1,over_capacity,0.9,0.277464,-0.6823,resolved
ANO-000591,Foster-Goddard,LJY,LJY-4WD-030,petrol_4wd,2024-07-21,34.8,163.3,26.98,7.82,1,duplicate_entry,0.9568,0.020645,-0.8187,pending
ANO-001963,Taylor Parkin and Reid,TSN,TSN-VAN-039,diesel_van,2024-01-08,68.4,97.2,12.04,56.36,1,excessive_idle,0.9364,0.14879,-0.4124,escalated
ANO-002353,Henderson-Bell,PPK,PPK-CAR-004,petrol_saloon,2024-04-03,37.5,262.4,25.39,12.11,1,excessive_idle,0.9716,0.027986,-0.3578,resolved
ANO-001245,Henderson-Bell,PPK,PPK-LPG-032,lpg_van,2024-02-14,55.1,73.9,10.46,44.64,1,excessive_idle,0.8967,0.072763,-0.4842,pending
ANO-000111,Patel PLC,OXH,OXH-VAN-034,diesel_van,2024-06-19,51.2,100.5,12.45,38.75,1,negative_km,0.8395,0.1023,-0.6635,escalated
ANO-001036,Davies Griffin and Clarke,ESU,ESU-VAN-030,diesel_van,2024-09-09,57.0,147.0,18.21,38.79,1,duplicate_entry,0.988,0.102406,-0.5296,pending
ANO-001242,Dickinson Ltd,ZWK,ZWK-MTR-049,petrol_bike,2024-07-31,17.8,57.6,2.72,15.08,1,impossible_consumption,0.9631,0.034624,-0.7302,resolved
ANO-002302,James LLC,XEO,XEO-MTR-026,petrol_bike,2024-02-04,19.0,262.8,12.4,6.6,1,fuel_type_mismatch,0.8374,0.015154,-0.6725,pending
ANO-001781,Thompson Green and Lowe,ICD,ICD-CNG-045,cng_van,2024-07-05,79.6,0.0,0.0,79.6,1,zero_gps_nonzero_fuel,0.828,0.162384,-0.8083,pending
ANO-000722,Gibbs Byrne and White,TKR,TKR-BUS-032,diesel_bus,2024-03-30,233.6,266.9,56.69,176.91,1,over_capacity,0.9743,0.467042,-0.4115,escalated
ANO-002088,Jackson Baker and Wood,ITI,ITI-4WD-039,petrol_4wd,2024-07-22,58.1,0.0,0.0,58.1,1,zero_gps_nonzero_fuel,0.8457,0.153384,-0.6812,pending
ANO-000301,Holt-Murphy,GUP,GUP-MTR-028,petrol_bike,2024-08-07,47.5,205.6,9.7,37.8,1,fuel_type_mismatch,0.8256,0.086789,-0.6056,pending
ANO-001431,Walsh-Brown,LZS,LZS-BUS-001,diesel_bus,2024-05-21,141.1,291.4,61.89,79.21,1,excessive_idle,0.9849,0.209114,-0.4986,escalated
ANO-000796,Shaw Ltd,FCJ,FCJ-BUS-048,diesel_bus,2024-04-11,143.2,172.5,36.64,106.56,1,excessive_idle,0.9216,0.281318,-0.5081,pending
ANO-001524,Holt-Murphy,GUP,GUP-MTR-018,petrol_bike,2024-09-13,11.8,89.4,4.22,7.58,1,impossible_consumption,0.9525,0.017404,-0.4375,pending
ANO-001818,Taylor-Bartlett,GUJ,GUJ-4WD-045,petrol_4wd,2024-01-31,58.1,153.6,25.37,32.73,1,duplicate_entry,0.8426,0.086407,-0.7307,pending
ANO-001071,Burton PLC,JBS,JBS-CNG-015,cng_van,2024-10-04,55.0,148.2,19.24,35.76,1,excessive_idle,0.898,0.07295,-0.7683,pending
ANO-000222,Burton PLC,JBS,JBS-CNG-029,cng_van,2024-05-05,33.5,56.3,7.31,26.19,1,impossible_consumption,0.8788,0.053428,-0.4587,resolved
ANO-000865,Parry Gill and Jenkins,MSS,MSS-LPG-044,lpg_van,2024-01-24,63.3,111.3,15.76,47.54,1,excessive_idle,0.9142,0.07749,-0.7487,pending
ANO-000731,Franklin Bibi and Lewis,IDW,IDW-VAN-049,diesel_van,2024-11-12,91.6,172.3,21.35,70.25,1,over_capacity,0.9519,0.18546,-0.6435,resolved
ANO-002417,Taylor-Bartlett,GUJ,GUJ-4WD-018,petrol_4wd,2024-04-08,47.2,43.7,7.22,39.98,1,impossible_consumption,0.8451,0.105547,-0.7021,escalated
ANO-001539,Shaw Ltd,FCJ,FCJ-4WD-016,petrol_4wd,2024-06-30,109.2,42.9,7.09,102.11,1,impossible_consumption,0.9152,0.26957,-0.8274,pending
ANO-000799,Hale Day and Hudson,VWT,VWT-CAR-027,petrol_saloon,2024-10-24,24.7,273.3,26.44,-1.74,1,impossible_consumption,0.9165,0.004021,-0.5642,pending
ANO-002145,Smith Group,QBD,QBD-MTR-021,petrol_bike,2024-09-16,39.8,0.0,0.0,39.8,1,zero_gps_nonzero_fuel,0.9212,0.091381,-0.5491,pending
ANO-000051,Johnson Dixon and King,ADC,ADC-LPG-025,lpg_van,2024-03-17,62.9,13.4,1.9,61.0,1,excessive_idle,0.9265,0.09943,-0.4569,pending
ANO-002178,Gibbs Byrne and White,TKR,TKR-SUV-012,petrol_suv,2024-05-09,89.8,95.4,14.07,75.73,1,over_capacity,0.933,0.175012,-0.6838,pending
ANO-000590,Parry Gill and Jenkins,MSS,MSS-MTR-026,petrol_bike,2024-01-14,19.3,262.4,12.39,6.91,1,fuel_type_mismatch,0.8516,0.015866,-0.4018,pending
ANO-002332,Martin-Jackson,JPG,JPG-MTR-006,petrol_bike,2024-02-26,32.7,0.0,0.0,32.7,1,zero_gps_nonzero_fuel,0.9271,0.075079,-0.3662,escalated
ANO-000185,Wood Ford and Smith,DFH,DFH-SUV-049,petrol_suv,2024-04-02,79.8,0.0,0.0,79.8,1,zero_gps_nonzero_fuel,0.9298,0.184418,-0.8264,pending
ANO-000859,Shaw Ltd,FCJ,FCJ-4WD-045,petrol_4wd,2024-07-20,65.7,107.7,17.79,47.91,1,excessive_idle,0.9496,0.126482,-0.767,pending
ANO-001239,Morgan and Sons,NQY,NQY-SUV-009,petrol_suv,2024-11-27,67.2,0.0,0.0,67.2,1,zero_gps_nonzero_fuel,0.8347,0.155299,-0.7345,resolved
ANO-001816,Brown Ltd,ECS,ECS-CNG-015,cng_van,2024-09-16,61.0,0.0,0.0,61.0,1,zero_gps_nonzero_fuel,0.9097,0.12444,-0.8232,pending
ANO-000069,Shepherd-Holden,PYE,PYE-MTR-028,petrol_bike,2024-11-05,10.2,279.8,13.21,-3.01,1,impossible_consumption,0.931,0.006911,-0.4996,resolved
ANO-000166,Davies Griffin and Clarke,ESU,ESU-VAN-008,diesel_van,2024-09-29,63.8,240.9,29.85,33.95,1,excessive_idle,0.9813,0.089628,-0.3529,resolved
ANO-002039,Taylor Parkin and Reid,TSN,TSN-SUV-037,petrol_suv,2024-09-01,13.1,290.7,42.88,-29.78,1,fuel_type_mismatch,0.8993,0.068822,-0.6631,pending
ANO-000492,James LLC,XEO,XEO-CNG-046,cng_van,2024-12-12,63.9,251.0,32.58,31.32,1,excessive_idle,0.9786,0.063893,-0.537,escalated
ANO-001777,Patel-Robinson,CSA,CSA-MTR-010,petrol_bike,2024-09-21,33.1,294.6,13.91,19.19,1,fuel_type_mismatch,0.9594,0.044061,-0.8272,pending
ANO-001624,Morgan and Sons,NQY,NQY-TRK-023,diesel_truck,2024-03-19,230.0,32.4,10.7,219.3,1,impossible_consumption,0.8748,0.578952,-0.713,pending
ANO-001007,Ward Smith and Clarke,BGC,BGC-LPG-046,lpg_van,2024-08-26,60.3,256.7,36.35,23.95,1,excessive_idle,0.867,0.039039,-0.6858,resolved
ANO-001878,Whittaker Rogers and Rogers,FAQ,FAQ-CAR-017,petrol_saloon,2024-05-29,33.2,61.8,5.98,27.22,1,fuel_type_mismatch,0.9158,0.062905,-0.7682,escalated
ANO-000615,Martin-Jackson,JPG,JPG-LPG-046,lpg_van,2024-08-25,85.8,261.0,36.96,48.84,1,over_capacity,0.8926,0.079609,-0.5109,pending
ANO-002045,Dickinson Ltd,ZWK,ZWK-CNG-042,cng_van,2024-05-06,29.1,204.7,26.57,2.53,1,impossible_consumption,0.8452,0.005161,-0.7171,escalated
ANO-001914,Cole Baxter and Smith,MMS,MMS-4WD-044,petrol_4wd,2024-02-08,62.2,10.7,1.77,60.43,1,impossible_consumption,0.9047,0.159535,-0.3733,pending
ANO-001066,Smith Holmes and Robinson,QNO,QNO-MTR-010,petrol_bike,2024-06-23,33.2,176.6,8.34,24.86,1,impossible_consumption,0.8274,0.057078,-0.6931,pending
ANO-002252,Wood Ford and Smith,DFH,DFH-VAN-024,diesel_van,2024-02-18,47.7,226.2,28.03,19.67,1,impossible_consumption,0.8849,0.051929,-0.79,pending
ANO-000546,Holt-Murphy,GUP,GUP-TRK-001,diesel_truck,2024-03-27,416.5,278.8,92.12,324.38,1,over_capacity,0.8452,0.856363,-0.5884,pending
ANO-001991,Smith Group,QBD,QBD-CNG-043,cng_van,2024-07-15,36.3,260.9,33.86,2.44,1,duplicate_entry,0.876,0.004978,-0.7448,escalated
ANO-002079,Phillips-Phillips,OXF,OXF-SUV-008,petrol_suv,2024-06-02,31.6,147.0,21.68,9.92,1,duplicate_entry,0.9839,0.022926,-0.5462,escalated
ANO-002164,Hale Day and Hudson,VWT,VWT-CNG-030,cng_van,2024-01-10,104.0,215.3,27.95,76.05,1,over_capacity,0.8675,0.155142,-0.6763,resolved
ANO-001755,Holt-Murphy,GUP,GUP-CNG-024,cng_van,2024-12-18,99.3,72.4,9.4,89.9,1,over_capacity,0.8692,0.183396,-0.8409,escalated
ANO-000225,Henderson-Bell,PPK,PPK-BUS-015,diesel_bus,2024-12-30,39.7,240.9,51.17,-11.47,1,duplicate_entry,0.8808,0.030281,-0.6262,pending
ANO-000499,Hale Day and Hudson,VWT,VWT-4WD-032,petrol_4wd,2024-07-25,37.6,213.6,35.29,2.31,1,negative_km,0.9401,0.006098,-0.3782,escalated
ANO-001312,Parry Bates and Adams,HDQ,HDQ-CAR-019,petrol_saloon,2024-02-10,27.6,80.9,7.83,19.77,1,negative_km,0.9364,0.045689,-0.5306,pending
ANO-000584,Jones LLC,IBW,IBW-BUS-036,diesel_bus,2024-03-24,34.3,295.7,62.81,-28.51,1,duplicate_entry,0.9741,0.075266,-0.6822,pending
ANO-001742,Moore-Parry,FNM,FNM-SUV-034,petrol_suv,2024-01-17,41.9,123.1,18.16,23.74,1,duplicate_entry,0.9386,0.054863,-0.6281,resolved
ANO-002217,Shaw Ltd,FCJ,FCJ-SUV-033,petrol_suv,2024-08-02,60.2,162.5,23.97,36.23,1,excessive_idle,0.9124,0.083727,-0.6186,resolved
ANO-001085,Greenwood-Parker,TRR,TRR-CNG-015,cng_van,2024-08-31,52.4,248.3,32.23,20.17,1,negative_km,0.881,0.041147,-0.5371,pending
